1.000000000000000000e+14,7.324300000000000000e+05,1.144787000000000000e+06,2.398831000000000000e+06,4.944300000000000000e+05,6.884620000000000000e+05,2.158580000000000000e+06,8.854900000000000000e+05,1.154500000000000000e+06,1.248350000000000000e+06,3.494990000000000000e+05,3.465370000000000000e+05,4.999850000000000000e+05,9.206370000000000000e+05,7.075160000000000000e+05,1.581235000000000000e+06,3.176590000000000000e+06,2.845659000000000000e+06,2.237937000000000000e+06,1.778765000000000000e+06,1.917871000000000000e+06,2.968696000000000000e+06,4.794446000000000000e+06,4.253566000000000000e+06,4.151957000000000000e+06,4.211208000000000000e+06,4.805193000000000000e+06,5.042339000000000000e+06,5.119491000000000000e+06,4.384504000000000000e+06
7.367060000000000000e+05,1.000000000000000000e+14,4.115510000000000000e+05,2.232155000000000000e+06,6.378730000000000000e+05,5.461010000000000000e+05,1.985122000000000000e+06,1.594640000000000000e+05,1.049036000000000000e+06,5.233640000000000000e+05,5.973260000000000000e+05,6.118270000000000000e+05,6.107700000000000000e+05,3.464380000000000000e+05,6.118080000000000000e+05,8.561250000000000000e+05,2.451604000000000000e+06,2.198727000000000000e+06,1.512951000000000000e+06,1.135916000000000000e+06,1.192885000000000000e+06,2.243710000000000000e+06,4.069460000000000000e+06,3.549674000000000000e+06,3.426971000000000000e+06,3.486222000000000000e+06,4.080207000000000000e+06,4.317353000000000000e+06,4.401163000000000000e+06,3.659518000000000000e+06
1.137433000000000000e+06,4.108500000000000000e+05,1.000000000000000000e+14,2.244846000000000000e+06,8.994800000000000000e+05,8.077080000000000000e+05,1.912183000000000000e+06,3.719050000000000000e+05,1.116301000000000000e+06,3.424900000000000000e+05,1.002741000000000000e+06,1.017242000000000000e+06,9.547310000000000000e+05,4.762930000000000000e+05,8.546110000000000000e+05,4.878640000000000000e+05,2.043905000000000000e+06,1.928955000000000000e+06,1.123288000000000000e+06,8.783380000000000000e+05,8.712380000000000000e+05,1.854047000000000000e+06,3.661761000000000000e+06,3.228027000000000000e+06,3.037308000000000000e+06,3.096559000000000000e+06,3.672508000000000000e+06,3.909654000000000000e+06,4.004842000000000000e+06,3.251819000000000000e+06
2.397424000000000000e+06,2.226134000000000000e+06,2.230170000000000000e+06,1.000000000000000000e+14,2.631125000000000000e+06,2.592102000000000000e+06,4.535980000000000000e+05,2.390971000000000000e+06,1.288297000000000000e+06,1.856184000000000000e+06,2.057264000000000000e+06,2.054870000000000000e+06,1.916640000000000000e+06,1.891425000000000000e+06,1.693328000000000000e+06,2.219965000000000000e+06,3.327553000000000000e+06,2.108753000000000000e+06,2.886329000000000000e+06,1.469374000000000000e+06,1.960596000000000000e+06,3.617088000000000000e+06,4.370708000000000000e+06,3.814999000000000000e+06,4.800349000000000000e+06,4.859600000000000000e+06,4.397970000000000000e+06,4.943299000000000000e+06,5.529306000000000000e+06,4.062368000000000000e+06
4.946680000000000000e+05,6.355780000000000000e+05,9.090000000000000000e+05,2.631237000000000000e+06,1.000000000000000000e+14,2.031150000000000000e+05,2.390862000000000000e+06,5.440110000000000000e+05,1.386782000000000000e+06,1.151499000000000000e+06,5.746770000000000000e+05,5.991890000000000000e+05,7.322670000000000000e+05,9.745730000000000000e+05,9.399220000000000000e+05,1.365233000000000000e+06,2.955744000000000000e+06,2.826862000000000000e+06,2.035127000000000000e+06,1.764051000000000000e+06,1.797736000000000000e+06,2.273848000000000000e+06,4.571243000000000000e+06,4.154527000000000000e+06,3.604556000000000000e+06,3.580165000000000000e+06,4.581990000000000000e+06,4.821493000000000000e+06,4.916681000000000000e+06,4.161301000000000000e+06
6.888590000000000000e+05,5.412430000000000000e+05,8.146640000000000000e+05,2.591936000000000000e+06,1.987600000000000000e+05,1.000000000000000000e+14,2.351561000000000000e+06,4.496750000000000000e+05,1.347481000000000000e+06,1.057164000000000000e+06,7.065830000000000000e+05,7.210840000000000000e+05,7.200270000000000000e+05,8.802380000000000000e+05,9.117190000000000000e+05,1.270897000000000000e+06,2.861408000000000000e+06,2.732527000000000000e+06,1.674419000000000000e+06,1.669716000000000000e+06,1.703400000000000000e+06,2.140710000000000000e+06,4.479264000000000000e+06,4.060189000000000000e+06,3.339845000000000000e+06,3.454965000000000000e+06,4.490011000000000000e+06,4.727157000000000000e+06,4.361101000000000000e+06,4.069322000000000000e+06
2.155239000000000000e+06,1.983949000000000000e+06,1.895994000000000000e+06,4.505530000000000000e+05,2.388940000000000000e+06,2.349917000000000000e+06,1.000000000000000000e+14,2.148786000000000000e+06,1.046112000000000000e+06,1.646153000000000000e+06,1.815079000000000000e+06,1.812685000000000000e+06,1.674455000000000000e+06,1.649240000000000000e+06,1.451143000000000000e+06,1.885789000000000000e+06,2.993377000000000000e+06,1.774578000000000000e+06,2.552153000000000000e+06,1.135198000000000000e+06,1.626420000000000000e+06,3.282912000000000000e+06,4.036533000000000000e+06,3.480824000000000000e+06,4.466173000000000000e+06,4.525424000000000000e+06,4.063795000000000000e+06,4.489439000000000000e+06,5.195130000000000000e+06,3.728193000000000000e+06
8.854700000000000000e+05,1.588870000000000000e+05,3.715660000000000000e+05,2.389794000000000000e+06,5.409680000000000000e+05,4.491960000000000000e+05,2.149419000000000000e+06,1.000000000000000000e+14,1.206675000000000000e+06,6.876610000000000000e+05,7.875580000000000000e+05,8.020590000000000000e+05,8.008030000000000000e+05,5.107350000000000000e+05,7.694470000000000000e+05,8.350100000000000000e+05,2.425521000000000000e+06,2.337820000000000000e+06,1.504904000000000000e+06,1.261377000000000000e+06,1.267513000000000000e+06,2.031792000000000000e+06,4.043377000000000000e+06,3.624302000000000000e+06,3.418924000000000000e+06,3.478175000000000000e+06,4.054124000000000000e+06,4.291270000000000000e+06,4.386458000000000000e+06,3.633435000000000000e+06
1.151682000000000000e+06,1.049181000000000000e+06,1.098732000000000000e+06,1.287065000000000000e+06,1.385383000000000000e+06,1.346360000000000000e+06,1.046690000000000000e+06,1.207244000000000000e+06,1.000000000000000000e+14,7.713970000000000000e+05,8.115220000000000000e+05,8.091280000000000000e+05,6.708980000000000000e+05,8.066380000000000000e+05,4.475860000000000000e+05,1.301587000000000000e+06,2.692029000000000000e+06,1.911579000000000000e+06,1.967441000000000000e+06,8.668020000000000000e+05,1.325072000000000000e+06,2.698200000000000000e+06,4.079750000000000000e+06,3.510077000000000000e+06,3.881461000000000000e+06,3.940712000000000000e+06,4.090497000000000000e+06,4.503538000000000000e+06,4.848995000000000000e+06,3.742292000000000000e+06
1.229549000000000000e+06,5.255800000000000000e+05,3.261930000000000000e+05,1.855470000000000000e+06,1.151559000000000000e+06,1.059787000000000000e+06,1.645997000000000000e+06,6.904170000000000000e+05,7.735190000000000000e+05,1.000000000000000000e+14,8.648670000000000000e+05,8.623900000000000000e+05,7.542320000000000000e+05,2.974250000000000000e+05,6.397450000000000000e+05,5.710200000000000000e+05,2.029161000000000000e+06,1.674963000000000000e+06,1.236874000000000000e+06,6.121520000000000000e+05,6.725590000000000000e+05,1.967633000000000000e+06,3.599020000000000000e+06,3.029348000000000000e+06,3.150894000000000000e+06,3.210145000000000000e+06,3.609767000000000000e+06,3.995449000000000000e+06,4.118428000000000000e+06,3.240225000000000000e+06
