1.000000000000000000e+14,7.324300000000000000e+05,1.144787000000000000e+06,2.398192000000000000e+06,4.944300000000000000e+05,2.157818000000000000e+06,8.851670000000000000e+05,1.153738000000000000e+06,1.227130000000000000e+06,3.494990000000000000e+05,3.465370000000000000e+05,5.208790000000000000e+05,9.205130000000000000e+05,7.068780000000000000e+05,1.581111000000000000e+06,3.173092000000000000e+06,2.845535000000000000e+06,2.237937000000000000e+06,1.778765000000000000e+06,1.896651000000000000e+06,2.968696000000000000e+06,4.789654000000000000e+06,4.253440000000000000e+06,4.151957000000000000e+06,4.211208000000000000e+06,4.800401000000000000e+06,5.038841000000000000e+06,5.119491000000000000e+06,4.379712000000000000e+06
7.367060000000000000e+05,1.000000000000000000e+14,4.115510000000000000e+05,2.225496000000000000e+06,6.378730000000000000e+05,1.985122000000000000e+06,1.591410000000000000e+05,1.049036000000000000e+06,5.233640000000000000e+05,5.973260000000000000e+05,6.118270000000000000e+05,6.107700000000000000e+05,3.464380000000000000e+05,6.191580000000000000e+05,8.561250000000000000e+05,2.448106000000000000e+06,2.198727000000000000e+06,1.512951000000000000e+06,1.135916000000000000e+06,1.192885000000000000e+06,2.243710000000000000e+06,4.066683000000000000e+06,3.549674000000000000e+06,3.426971000000000000e+06,3.486222000000000000e+06,4.077430000000000000e+06,4.313855000000000000e+06,4.394505000000000000e+06,3.656741000000000000e+06
1.137433000000000000e+06,4.108500000000000000e+05,1.000000000000000000e+14,2.244845000000000000e+06,8.994800000000000000e+05,1.912183000000000000e+06,3.715820000000000000e+05,1.116301000000000000e+06,3.424900000000000000e+05,1.002741000000000000e+06,1.017242000000000000e+06,9.554510000000000000e+05,4.762930000000000000e+05,8.624830000000000000e+05,4.533940000000000000e+05,2.043905000000000000e+06,1.928955000000000000e+06,1.123288000000000000e+06,8.783380000000000000e+05,8.858970000000000000e+05,1.854047000000000000e+06,3.661761000000000000e+06,3.242686000000000000e+06,3.037308000000000000e+06,3.096559000000000000e+06,3.672508000000000000e+06,3.909654000000000000e+06,4.004842000000000000e+06,3.251819000000000000e+06
2.397424000000000000e+06,2.226134000000000000e+06,2.230170000000000000e+06,1.000000000000000000e+14,2.631125000000000000e+06,4.535980000000000000e+05,2.390648000000000000e+06,1.288297000000000000e+06,1.856184000000000000e+06,2.057264000000000000e+06,2.054870000000000000e+06,1.916640000000000000e+06,1.891425000000000000e+06,1.693916000000000000e+06,2.219965000000000000e+06,3.327553000000000000e+06,2.108753000000000000e+06,2.886329000000000000e+06,1.469374000000000000e+06,1.960596000000000000e+06,3.617088000000000000e+06,4.370708000000000000e+06,3.814999000000000000e+06,4.800349000000000000e+06,4.859600000000000000e+06,4.397970000000000000e+06,4.823614000000000000e+06,5.529306000000000000e+06,4.062368000000000000e+06
4.946680000000000000e+05,6.391860000000000000e+05,8.994320000000000000e+05,2.631237000000000000e+06,1.000000000000000000e+14,2.390863000000000000e+06,5.476190000000000000e+05,1.386783000000000000e+06,1.155107000000000000e+06,5.746770000000000000e+05,5.991890000000000000e+05,7.322680000000000000e+05,9.781810000000000000e+05,9.399230000000000000e+05,1.368841000000000000e+06,2.959352000000000000e+06,2.830470000000000000e+06,2.038735000000000000e+06,1.767659000000000000e+06,1.801344000000000000e+06,2.265910000000000000e+06,4.571243000000000000e+06,4.158135000000000000e+06,3.535709000000000000e+06,3.580165000000000000e+06,4.581990000000000000e+06,4.825101000000000000e+06,4.556965000000000000e+06,4.161301000000000000e+06
2.155239000000000000e+06,1.983949000000000000e+06,1.895994000000000000e+06,4.505530000000000000e+05,2.388940000000000000e+06,1.000000000000000000e+14,2.148463000000000000e+06,1.046112000000000000e+06,1.646153000000000000e+06,1.815079000000000000e+06,1.812685000000000000e+06,1.674455000000000000e+06,1.649240000000000000e+06,1.451731000000000000e+06,1.885789000000000000e+06,2.993377000000000000e+06,1.831948000000000000e+06,2.552153000000000000e+06,1.135198000000000000e+06,1.626420000000000000e+06,3.282912000000000000e+06,4.036533000000000000e+06,3.480824000000000000e+06,4.466173000000000000e+06,4.525424000000000000e+06,4.063795000000000000e+06,4.489439000000000000e+06,5.195130000000000000e+06,3.728193000000000000e+06
8.854700000000000000e+05,1.588870000000000000e+05,3.715660000000000000e+05,2.389793000000000000e+06,5.409680000000000000e+05,2.149419000000000000e+06,1.000000000000000000e+14,1.206675000000000000e+06,6.876610000000000000e+05,7.875580000000000000e+05,8.020590000000000000e+05,8.010020000000000000e+05,5.107350000000000000e+05,7.767970000000000000e+05,8.350100000000000000e+05,2.425521000000000000e+06,2.337820000000000000e+06,1.504904000000000000e+06,1.261377000000000000e+06,1.267513000000000000e+06,2.235663000000000000e+06,4.043377000000000000e+06,3.624302000000000000e+06,3.418924000000000000e+06,3.478175000000000000e+06,4.054124000000000000e+06,4.291270000000000000e+06,4.386458000000000000e+06,3.633435000000000000e+06
1.151682000000000000e+06,1.049181000000000000e+06,1.098732000000000000e+06,1.287064000000000000e+06,1.385383000000000000e+06,1.046690000000000000e+06,1.206921000000000000e+06,1.000000000000000000e+14,7.713970000000000000e+05,8.115220000000000000e+05,8.091280000000000000e+05,6.708980000000000000e+05,8.265650000000000000e+05,4.475860000000000000e+05,1.301587000000000000e+06,2.692029000000000000e+06,1.911579000000000000e+06,1.967441000000000000e+06,8.668020000000000000e+05,1.325072000000000000e+06,2.698200000000000000e+06,4.079750000000000000e+06,3.510077000000000000e+06,3.881461000000000000e+06,3.940712000000000000e+06,4.090497000000000000e+06,4.503538000000000000e+06,4.848995000000000000e+06,3.742292000000000000e+06
1.250392000000000000e+06,5.255800000000000000e+05,3.261930000000000000e+05,1.855469000000000000e+06,1.151559000000000000e+06,1.645997000000000000e+06,6.900940000000000000e+05,7.735190000000000000e+05,1.000000000000000000e+14,8.648670000000000000e+05,8.623900000000000000e+05,7.542320000000000000e+05,2.974250000000000000e+05,6.470950000000000000e+05,5.710200000000000000e+05,2.029161000000000000e+06,1.674963000000000000e+06,1.236874000000000000e+06,6.121520000000000000e+05,6.725590000000000000e+05,1.967633000000000000e+06,3.599020000000000000e+06,3.029348000000000000e+06,3.150894000000000000e+06,3.210145000000000000e+06,3.609767000000000000e+06,3.995449000000000000e+06,4.071465000000000000e+06,3.240225000000000000e+06
3.507480000000000000e+05,5.975930000000000000e+05,9.859060000000000000e+05,2.055593000000000000e+06,5.751360000000000000e+05,1.815219000000000000e+06,7.867970000000000000e+05,8.111390000000000000e+05,8.609620000000000000e+05,1.000000000000000000e+14,2.119200000000000000e+04,1.566240000000000000e+05,5.974110000000000000e+05,3.642790000000000000e+05,1.266903000000000000e+06,2.858884000000000000e+06,2.492627000000000000e+06,1.923729000000000000e+06,1.425857000000000000e+06,1.531949000000000000e+06,2.654488000000000000e+06,4.475446000000000000e+06,3.888738000000000000e+06,3.837952000000000000e+06,3.897203000000000000e+06,4.486193000000000000e+06,4.724633000000000000e+06,4.805283000000000000e+06,4.065504000000000000e+06
3.461670000000000000e+05,6.107790000000000000e+05,9.990920000000000000e+05,2.055402000000000000e+06,5.985430000000000000e+05,1.815028000000000000e+06,7.999830000000000000e+05,8.109480000000000000e+05,8.606320000000000000e+05,2.151500000000000000e+04,1.000000000000000000e+14,1.564330000000000000e+05,5.970760000000000000e+05,3.640880000000000000e+05,1.282288000000000000e+06,2.874269000000000000e+06,2.492297000000000000e+06,1.936915000000000000e+06,1.425527000000000000e+06,1.531619000000000000e+06,2.667674000000000000e+06,4.490831000000000000e+06,3.888408000000000000e+06,3.853337000000000000e+06,3.910316000000000000e+06,4.499306000000000000e+06,4.737746000000000000e+06,4.818396000000000000e+06,4.080889000000000000e+06
4.981640000000000000e+05,6.115030000000000000e+05,9.397320000000000000e+05,1.915201000000000000e+06,7.318650000000000000e+05,1.674827000000000000e+06,8.007070000000000000e+05,6.707470000000000000e+05,7.543040000000000000e+05,1.580040000000000000e+05,1.556100000000000000e+05,1.000000000000000000e+14,4.907530000000000000e+05,2.238870000000000000e+05,1.220729000000000000e+06,2.781893000000000000e+06,2.361078000000000000e+06,1.877555000000000000e+06,1.294308000000000000e+06,1.425291000000000000e+06,2.608314000000000000e+06,4.351752000000000000e+06,3.782080000000000000e+06,3.791575000000000000e+06,3.850826000000000000e+06,4.362499000000000000e+06,4.678459000000000000e+06,4.759109000000000000e+06,3.992957000000000000e+06
9.215220000000000000e+05,3.454830000000000000e+05,4.596190000000000000e+05,1.890590000000000000e+06,9.714620000000000000e+05,1.650216000000000000e+06,5.099970000000000000e+05,8.267540000000000000e+05,2.975930000000000000e+05,5.924130000000000000e+05,5.980010000000000000e+05,4.898430000000000000e+05,1.000000000000000000e+14,3.895260000000000000e+05,7.406160000000000000e+05,2.325182000000000000e+06,1.968462000000000000e+06,1.397442000000000000e+06,9.056510000000000000e+05,9.685800000000000000e+05,2.128201000000000000e+06,3.895041000000000000e+06,3.325369000000000000e+06,3.311462000000000000e+06,3.370713000000000000e+06,3.905788000000000000e+06,4.198346000000000000e+06,4.278996000000000000e+06,3.536246000000000000e+06
7.045070000000000000e+05,6.172110000000000000e+05,8.435740000000000000e+05,1.691480000000000000e+06,9.385830000000000000e+05,1.451106000000000000e+06,7.749510000000000000e+05,4.470260000000000000e+05,6.463130000000000000e+05,3.647220000000000000e+05,3.623280000000000000e+05,2.240980000000000000e+05,3.938270000000000000e+05,1.000000000000000000e+14,1.124571000000000000e+06,2.673902000000000000e+06,2.137855000000000000e+06,1.781397000000000000e+06,1.071085000000000000e+06,1.317300000000000000e+06,2.512156000000000000e+06,4.284033000000000000e+06,3.714360000000000000e+06,3.695417000000000000e+06,3.754668000000000000e+06,4.294780000000000000e+06,4.582301000000000000e+06,4.662951000000000000e+06,3.884966000000000000e+06
1.581342000000000000e+06,8.565300000000000000e+05,4.528070000000000000e+05,2.219886000000000000e+06,1.364017000000000000e+06,1.887224000000000000e+06,8.361190000000000000e+05,1.305782000000000000e+06,5.751410000000000000e+05,1.267114000000000000e+06,1.281615000000000000e+06,1.219824000000000000e+06,7.406660000000000000e+05,1.126856000000000000e+06,1.000000000000000000e+14,1.616094000000000000e+06,1.489729000000000000e+06,6.580100000000000000e+05,7.611000000000000000e+05,4.770930000000000000e+05,1.388769000000000000e+06,3.233950000000000000e+06,2.833882000000000000e+06,2.572030000000000000e+06,2.631281000000000000e+06,3.244697000000000000e+06,3.481843000000000000e+06,3.539564000000000000e+06,2.824008000000000000e+06
3.173285000000000000e+06,2.448473000000000000e+06,2.042772000000000000e+06,3.321711000000000000e+06,2.953982000000000000e+06,2.989049000000000000e+06,2.426084000000000000e+06,2.691017000000000000e+06,2.027548000000000000e+06,2.859057000000000000e+06,2.873558000000000000e+06,2.811767000000000000e+06,2.332609000000000000e+06,2.718799000000000000e+06,1.615954000000000000e+06,1.000000000000000000e+14,1.284020000000000000e+06,1.470557000000000000e+06,1.862925000000000000e+06,1.368333000000000000e+06,1.766927000000000000e+06,1.626056000000000000e+06,1.316132000000000000e+06,1.751697000000000000e+06,2.041643000000000000e+06,1.636803000000000000e+06,2.070277000000000000e+06,2.337719000000000000e+06,1.216114000000000000e+06
2.835345000000000000e+06,2.196914000000000000e+06,1.908370000000000000e+06,2.113483000000000000e+06,2.805009000000000000e+06,1.780821000000000000e+06,2.277112000000000000e+06,1.908702000000000000e+06,1.672995000000000000e+06,2.495174000000000000e+06,2.492697000000000000e+06,2.362460000000000000e+06,1.965132000000000000e+06,2.138516000000000000e+06,1.556578000000000000e+06,1.283340000000000000e+06,1.000000000000000000e+14,1.515969000000000000e+06,1.068992000000000000e+06,1.015759000000000000e+06,2.088109000000000000e+06,2.283717000000000000e+06,1.728008000000000000e+06,3.031814000000000000e+06,3.146855000000000000e+06,2.310979000000000000e+06,2.724933000000000000e+06,3.617815000000000000e+06,1.958862000000000000e+06
2.236969000000000000e+06,1.512157000000000000e+06,1.115927000000000000e+06,2.879646000000000000e+06,2.027137000000000000e+06,2.546984000000000000e+06,1.499239000000000000e+06,1.960715000000000000e+06,1.230074000000000000e+06,1.922741000000000000e+06,1.937242000000000000e+06,1.875451000000000000e+06,1.396293000000000000e+06,1.775131000000000000e+06,6.565420000000000000e+05,1.473270000000000000e+06,1.513151000000000000e+06,1.000000000000000000e+14,1.420860000000000000e+06,9.016760000000000000e+05,7.335980000000000000e+05,3.091126000000000000e+06,2.658109000000000000e+06,1.916859000000000000e+06,1.976110000000000000e+06,3.101873000000000000e+06,3.217014000000000000e+06,2.884393000000000000e+06,2.681184000000000000e+06
1.768444000000000000e+06,1.133577000000000000e+06,8.594990000000000000e+05,1.465209000000000000e+06,1.759556000000000000e+06,1.132547000000000000e+06,1.228241000000000000e+06,8.672810000000000000e+05,6.096580000000000000e+05,1.428273000000000000e+06,1.425796000000000000e+06,1.295559000000000000e+06,9.017950000000000000e+05,1.071615000000000000e+06,7.568660000000000000e+05,1.864454000000000000e+06,1.068658000000000000e+06,1.423230000000000000e+06,1.000000000000000000e+14,4.974970000000000000e+05,2.153989000000000000e+06,3.214836000000000000e+06,2.645163000000000000e+06,3.337250000000000000e+06,3.396501000000000000e+06,3.225583000000000000e+06,3.638624000000000000e+06,4.066207000000000000e+06,2.877378000000000000e+06
1.919531000000000000e+06,1.194719000000000000e+06,8.518310000000000000e+05,1.956865000000000000e+06,1.796177000000000000e+06,1.624203000000000000e+06,1.268279000000000000e+06,1.326171000000000000e+06,6.729060000000000000e+05,1.536229000000000000e+06,1.533752000000000000e+06,1.425594000000000000e+06,9.687870000000000000e+05,1.311107000000000000e+06,4.780820000000000000e+05,1.369996000000000000e+06,1.066192000000000000e+06,8.986760000000000000e+05,4.980790000000000000e+05,1.000000000000000000e+14,1.629976000000000000e+06,2.928327000000000000e+06,2.358657000000000000e+06,2.813237000000000000e+06,2.872488000000000000e+06,2.939074000000000000e+06,3.352115000000000000e+06,3.571749000000000000e+06,2.581060000000000000e+06
2.971961000000000000e+06,2.247149000000000000e+06,1.850919000000000000e+06,3.614638000000000000e+06,2.266214000000000000e+06,3.281976000000000000e+06,2.234231000000000000e+06,2.695707000000000000e+06,1.965066000000000000e+06,2.657733000000000000e+06,2.672234000000000000e+06,2.610443000000000000e+06,2.131285000000000000e+06,2.517475000000000000e+06,1.391534000000000000e+06,1.769296000000000000e+06,2.087225000000000000e+06,7.356720000000000000e+05,2.155852000000000000e+06,1.633646000000000000e+06,1.000000000000000000e+14,3.121567000000000000e+06,3.092814000000000000e+06,1.329214000000000000e+06,1.305710000000000000e+06,3.132314000000000000e+06,3.089052000000000000e+06,2.313664000000000000e+06,2.711625000000000000e+06
4.793953000000000000e+06,4.069141000000000000e+06,3.663440000000000000e+06,4.372770000000000000e+06,4.574650000000000000e+06,4.040108000000000000e+06,4.046752000000000000e+06,4.082833000000000000e+06,3.601263000000000000e+06,4.479725000000000000e+06,4.491143000000000000e+06,4.353951000000000000e+06,3.897144000000000000e+06,4.287062000000000000e+06,3.236622000000000000e+06,1.627859000000000000e+06,2.285494000000000000e+06,3.091225000000000000e+06,3.217643000000000000e+06,2.929998000000000000e+06,3.119505000000000000e+06,1.000000000000000000e+14,5.721080000000000000e+05,2.479110000000000000e+06,2.769056000000000000e+06,4.834200000000000000e+04,5.885800000000000000e+05,2.097329000000000000e+06,4.201270000000000000e+05
4.331909000000000000e+06,3.607097000000000000e+06,3.264209000000000000e+06,3.817270000000000000e+06,4.160848000000000000e+06,3.485416000000000000e+06,3.632951000000000000e+06,3.566854000000000000e+06,3.085284000000000000e+06,3.948607000000000000e+06,3.946130000000000000e+06,3.837972000000000000e+06,3.381165000000000000e+06,3.771083000000000000e+06,2.890460000000000000e+06,1.315843000000000000e+06,1.729994000000000000e+06,2.660018000000000000e+06,2.700992000000000000e+06,2.413347000000000000e+06,2.942531000000000000e+06,5.702350000000000000e+05,1.000000000000000000e+14,2.442649000000000000e+06,2.732595000000000000e+06,5.974980000000000000e+05,1.142827000000000000e+06,2.473076000000000000e+06,4.429220000000000000e+05
4.150029000000000000e+06,3.425217000000000000e+06,3.029675000000000000e+06,4.793394000000000000e+06,3.535408000000000000e+06,4.460732000000000000e+06,3.412987000000000000e+06,3.874463000000000000e+06,3.143822000000000000e+06,3.835801000000000000e+06,3.850990000000000000e+06,3.788511000000000000e+06,3.309353000000000000e+06,3.688193000000000000e+06,2.570290000000000000e+06,1.752488000000000000e+06,3.031476000000000000e+06,1.914428000000000000e+06,3.334608000000000000e+06,2.812402000000000000e+06,1.326588000000000000e+06,2.478432000000000000e+06,2.436979000000000000e+06,1.000000000000000000e+14,2.988840000000000000e+05,2.489179000000000000e+06,2.147663000000000000e+06,9.720670000000000000e+05,2.068490000000000000e+06
4.212406000000000000e+06,3.487594000000000000e+06,3.091364000000000000e+06,4.855083000000000000e+06,3.579559000000000000e+06,4.522421000000000000e+06,3.474676000000000000e+06,3.936152000000000000e+06,3.205511000000000000e+06,3.898178000000000000e+06,3.912679000000000000e+06,3.850888000000000000e+06,3.371730000000000000e+06,3.750580000000000000e+06,2.631979000000000000e+06,2.043339000000000000e+06,3.144824000000000000e+06,1.976117000000000000e+06,3.396297000000000000e+06,2.874091000000000000e+06,1.304456000000000000e+06,2.769283000000000000e+06,2.727830000000000000e+06,2.989130000000000000e+05,1.000000000000000000e+14,2.780030000000000000e+06,2.438514000000000000e+06,1.159844000000000000e+06,2.359341000000000000e+06
4.801051000000000000e+06,4.076239000000000000e+06,3.670538000000000000e+06,4.398996000000000000e+06,4.581748000000000000e+06,4.066334000000000000e+06,4.053850000000000000e+06,4.089931000000000000e+06,3.608361000000000000e+06,4.486823000000000000e+06,4.501324000000000000e+06,4.361219000000000000e+06,3.904242000000000000e+06,4.294265000000000000e+06,3.243720000000000000e+06,1.634957000000000000e+06,2.311720000000000000e+06,3.098323000000000000e+06,3.224741000000000000e+06,2.937096000000000000e+06,3.126773000000000000e+06,4.222400000000000000e+04,5.983340000000000000e+05,2.489291000000000000e+06,2.779237000000000000e+06,1.000000000000000000e+14,5.469370000000000000e+05,2.055686000000000000e+06,4.272250000000000000e+05
5.040547000000000000e+06,4.315735000000000000e+06,3.910034000000000000e+06,4.829373000000000000e+06,4.821244000000000000e+06,4.496711000000000000e+06,4.293346000000000000e+06,4.503929000000000000e+06,3.996373000000000000e+06,4.726319000000000000e+06,4.740820000000000000e+06,4.679029000000000000e+06,4.199871000000000000e+06,4.578711000000000000e+06,3.483216000000000000e+06,2.069902000000000000e+06,2.721430000000000000e+06,3.215769000000000000e+06,3.638739000000000000e+06,3.355822000000000000e+06,3.111377000000000000e+06,5.880850000000000000e+05,1.143868000000000000e+06,2.147434000000000000e+06,2.437380000000000000e+06,5.488180000000000000e+05,1.000000000000000000e+14,1.580422000000000000e+06,8.412230000000000000e+05
